variant,date,param,kind,unit,value_conc,below_lod,raw,pumped_volume_l,lab_no,source_file,treatment,treatment_group,treatment_group_label,soil,sensor,phase,experiment_start_date,days
200.E,2023-06-20,Ks4.3_mmol_per_l,direct,mmol/l,2.81,False,2.81,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,Mg,ion,umol/l,,False,,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,NO2,ion,umol/l,,False,,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,NO3,ion,umol/l,,False,,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,Na,ion,umol/l,,False,,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,O2_mg_per_l,direct,mg/l,,False,,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,SO4,ion,umol/l,,False,,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,Si,ion,umol/l,,False,,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,pH_field,direct,pH,7.49,False,7.49,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,pH_lab,direct,pH,7.44,False,7.44,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,sum_anions_meq_per_l,direct,meq/l,,False,,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,sum_cations_meq_per_l,direct,meq/l,,False,,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,temp_air_degC,direct,degC,30.0,False,30,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,temp_pH_lab_degC,direct,degC,24.0,False,24,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-06-20,temp_water_field_degC,direct,degC,18.2,False,18.2,0.6,AP2338548,CDIFUE21_AB2308411.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,401
200.E,2023-09-12,Al,ion,umol/l,1.1118523460084502,False,0.03,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,Ca,ion,umol/l,1571.9347272818002,False,63,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,Cl,ion,umol/l,141.03178856514256,False,5,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,DOC,ion,umol/l,1009.0750145699776,False,12.12,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,EC_field_uS_per_cm_25degC,direct,uS/cm,470.0,False,470,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,EC_lab_uS_per_cm_25degC,direct,uS/cm,485.0,False,485,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,Fe,ion,umol/l,0.0,True,"<0,005",8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,HCO3,ion,umol/l,4752.773817132929,False,290,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,HCO3_hardness_dH,direct,dH,13.3,False,13.3,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,K,ion,umol/l,179.037290910021,False,7,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,Kb8.2_mmol_per_l,direct,mmol/l,0.19,False,0.19,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,Ks4.3_mmol_per_l,direct,mmol/l,4.76,False,4.76,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,Mg,ion,umol/l,353.8366591236371,False,8.6,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,NO2,ion,umol/l,0.0,True,"<0,25",8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,NO3,ion,umol/l,24.191987613702345,False,1.5,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,Na,ion,umol/l,1174.42366246194,False,27,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,O2_mg_per_l,direct,mg/l,6.6,False,6.6,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,SO4,ion,umol/l,135.33208411409535,False,13,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,Si,ion,umol/l,210.0690735597807,False,5.9,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,pH_field,direct,pH,7.51,False,7.51,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,pH_lab,direct,pH,7.57,False,7.57,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,sum_anions_meq_per_l,direct,meq/l,5.1399703127987,False,5.1399703127987,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,sum_cations_meq_per_l,direct,meq/l,5.21076010651174,False,5.21076010651174,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,temp_air_degC,direct,degC,27.0,False,27,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,temp_pH_lab_degC,direct,degC,20.5,False,20.5,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-09-12,temp_water_field_degC,direct,degC,16.8,False,16.8,8.0,AP2359250,CDIFUE21_AB2312760.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,485
200.E,2023-12-05,Al,ion,umol/l,0.0,True,"<0,02",29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,Ca,ion,umol/l,998.0537950995558,False,40,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,Cl,ion,umol/l,70.51589428257128,False,2.5,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,DOC,ion,umol/l,1192.2404462575971,False,14.32,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,EC_field_uS_per_cm_25degC,direct,uS/cm,360.0,False,360,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,EC_lab_uS_per_cm_25degC,direct,uS/cm,357.0,False,357,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,Fe,ion,umol/l,0.0,True,"<0,005",29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,HCO3,ion,umol/l,3425.274923382008,False,209,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,HCO3_hardness_dH,direct,dH,9.6,False,9.6,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,K,ion,umol/l,92.07632103943936,False,3.6,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,Kb8.2_mmol_per_l,direct,mmol/l,0.0,True,"<0,1",29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,Ks4.3_mmol_per_l,direct,mmol/l,3.42,False,3.42,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,Mg,ion,umol/l,300.3497222793664,False,7.3,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,NO2,ion,umol/l,0.0,True,"<0,1",29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,NO3,ion,umol/l,0.0,True,"<0,2",29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,Na,ion,umol/l,1174.42366246194,False,27,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,O2_mg_per_l,direct,mg/l,8.8,False,8.8,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,SO4,ion,umol/l,145.74224443056423,False,14,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,Si,ion,umol/l,167.3431602933846,False,4.7,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,pH_field,direct,pH,7.59,False,7.59,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,pH_lab,direct,pH,7.6,False,7.6,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,sum_anions_meq_per_l,direct,meq/l,3.73831871007466,False,3.73831871007466,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,sum_cations_meq_per_l,direct,meq/l,3.86680769999895,False,3.86680769999895,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,temp_air_degC,direct,degC,-1.0,False,-1,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,temp_pH_lab_degC,direct,degC,19.5,False,19.5,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2023-12-05,temp_water_field_degC,direct,degC,5.5,False,5.5,29.0,AP2381253,CDIFUE21_AB2317823.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,569
200.E,2024-05-16,Al,ion,umol/l,0.7412348973389667,False,0.02,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,Ca,ion,umol/l,1047.9564848545335,False,42,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,Cl,ion,umol/l,67.69525851126843,False,2.4,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,DOC,ion,umol/l,525.601531929065,False,6.313,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,EC_field_uS_per_cm_25degC,direct,uS/cm,310.0,False,310,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,EC_lab_uS_per_cm_25degC,direct,uS/cm,324.0,False,324,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,Fe,ion,umol/l,0.0,True,"<0,005",87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,HCO3,ion,umol/l,3326.941671993051,False,203,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,HCO3_hardness_dH,direct,dH,9.3,False,9.3,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,K,ion,umol/l,92.07632103943936,False,3.6,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,Kb8.2_mmol_per_l,direct,mmol/l,0.24,False,0.24,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,Ks4.3_mmol_per_l,direct,mmol/l,3.33,False,3.33,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,Mg,ion,umol/l,296.2353425221148,False,7.2,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,NO2,ion,umol/l,0.0,True,"<0,25",87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,NO3,ion,umol/l,0.0,True,"<0,50",87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,Na,ion,umol/l,652.4575902566335,False,15,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,O2_mg_per_l,direct,mg/l,7.5,False,7.5,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,SO4,ion,umol/l,16.6562565063502,False,1.6,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,Si,ion,umol/l,170.90365306558428,False,4.8,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,pH_field,direct,pH,7.43,False,7.43,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,pH_lab,direct,pH,7.48,False,7.48,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,sum_anions_meq_per_l,direct,meq/l,3.37880781959517,False,3.37880781959517,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,sum_cations_meq_per_l,direct,meq/l,3.43683811688927,False,3.43683811688927,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,temp_air_degC,direct,degC,25.0,False,25,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,temp_pH_lab_degC,direct,degC,17.5,False,17.5,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-05-16,temp_water_field_degC,direct,degC,14.4,False,14.4,87.0,AP2431153,CDIFUE21_AB2406736.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,732
200.E,2024-08-29,Al,ion,umol/l,1.1118523460084502,False,0.03,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,Ca,ion,umol/l,1397.275313139378,False,56,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,Cl,ion,umol/l,42.30953656954277,False,1.5,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,DOC,ion,umol/l,716.010323869786,False,8.6,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,EC_field_uS_per_cm_25degC,direct,uS/cm,390.0,False,390,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,EC_lab_uS_per_cm_25degC,direct,uS/cm,387.0,False,387,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,Fe,ion,umol/l,0.0,True,"<0,005",30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,HCO3,ion,umol/l,4097.218807873215,False,250,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,HCO3_hardness_dH,direct,dH,11.5,False,11.5,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,K,ion,umol/l,117.65307688372806,False,4.6,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,Kb8.2_mmol_per_l,direct,mmol/l,0.26,False,0.26,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,Ks4.3_mmol_per_l,direct,mmol/l,4.1,False,4.1,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,Mg,ion,umol/l,370.2941781526435,False,9,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,NO2,ion,umol/l,0.0,True,"<0,25",30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,NO3,ion,umol/l,0.0,True,"<0,50",30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,Na,ion,umol/l,652.4575902566335,False,15,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,O2_mg_per_l,direct,mg/l,6.5,False,6.5,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,SO4,ion,umol/l,8.015823443681033,False,0.77,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,Si,ion,umol/l,224.31104464857935,False,6.3,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,pH_field,direct,pH,7.4,False,7.4,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,pH_lab,direct,pH,7.5,False,7.5,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,sum_anions_meq_per_l,direct,meq/l,4.11,False,4.11,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,sum_cations_meq_per_l,direct,meq/l,4.31,False,4.31,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,temp_air_degC,direct,degC,30.0,False,30,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,temp_pH_lab_degC,direct,degC,21.8,False,21.8,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-08-29,temp_water_field_degC,direct,degC,19.2,False,19.2,30.0,AP2457708,CDIFUE21_AB2412715.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,837
200.E,2024-12-10,Al,ion,umol/l,0.0,True,"<0,02",38.0,AP2484083,CDIFUE21_AB2418574.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,940
200.E,2024-12-10,Ca,ion,umol/l,1247.5672438744448,False,50,38.0,AP2484083,CDIFUE21_AB2418574.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,940
200.E,2024-12-10,Cl,ion,umol/l,36.66826502693707,False,1.3,38.0,AP2484083,CDIFUE21_AB2418574.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,940
200.E,2024-12-10,DOC,ion,umol/l,832.570144034635,False,10,38.0,AP2484083,CDIFUE21_AB2418574.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,940
200.E,2024-12-10,EC_field_uS_per_cm_25degC,direct,uS/cm,360.0,False,360,38.0,AP2484083,CDIFUE21_AB2418574.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,940
200.E,2024-12-10,EC_lab_uS_per_cm_25degC,direct,uS/cm,360.0,False,360,38.0,AP2484083,CDIFUE21_AB2418574.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,940
200.E,2024-12-10,Fe,ion,umol/l,0.0,True,"<0,005",38.0,AP2484083,CDIFUE21_AB2418574.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,940
200.E,2024-12-10,HCO3,ion,umol/l,3753.0524280118657,False,229,38.0,AP2484083,CDIFUE21_AB2418574.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,940
200.E,2024-12-10,HCO3_hardness_dH,direct,dH,10.5,False,10.5,38.0,AP2484083,CDIFUE21_AB2418574.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,940
200.E,2024-12-10,K,ion,umol/l,76.73026753286614,False,3,38.0,AP2484083,CDIFUE21_AB2418574.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,940
200.E,2024-12-10,Kb8.2_mmol_per_l,direct,mmol/l,0.0,True,"<0,1",38.0,AP2484083,CDIFUE21_AB2418574.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,940
200.E,2024-12-10,Ks4.3_mmol_per_l,direct,mmol/l,3.8,False,3.8,38.0,AP2484083,CDIFUE21_AB2418574.xlsx,FINE,FINE,200 t/ha fine,FUERTH2022,False,2022,2022-05-15,940
