variant,date,param,kind,unit,value_conc,below_lod,raw,pumped_volume_l,lab_no,source_file,treatment,treatment_group,treatment_group_label,soil,sensor,phase,experiment_start_date,days
000.C,2023-09-12,Cl,ion,umol/l,0.0,True,"<0,5",11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,DOC,ion,umol/l,939.1391224710684,False,11.28,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,EC_field_uS_per_cm_25degC,direct,uS/cm,410.0,False,410,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,EC_lab_uS_per_cm_25degC,direct,uS/cm,419.0,False,419,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,Fe,ion,umol/l,0.0,True,"<0,005",11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,HCO3,ion,umol/l,4195.552059262172,False,256,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,HCO3_hardness_dH,direct,dH,11.7,False,11.7,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,K,ion,umol/l,35.80745818200419,False,1.4,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,Kb8.2_mmol_per_l,direct,mmol/l,0.13,False,0.13,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,Ks4.3_mmol_per_l,direct,mmol/l,4.19,False,4.19,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,Mg,ion,umol/l,288.0065830076116,False,7,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,NO2,ion,umol/l,0.0,True,"<0,25",11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,NO3,ion,umol/l,0.0,True,"<0,5",11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,Na,ion,umol/l,1217.9208351457155,False,28,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,O2_mg_per_l,direct,mg/l,7.0,False,7,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,SO4,ion,umol/l,74.9531542785759,False,7.2,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,Si,ion,umol/l,113.93576871038954,False,3.2,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,pH_field,direct,pH,7.45,False,7.45,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,pH_lab,direct,pH,7.47,False,7.47,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,sum_anions_meq_per_l,direct,meq/l,4.29672131147541,False,4.29672131147541,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,sum_cations_meq_per_l,direct,meq/l,4.52932861818909,False,4.52932861818909,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,temp_air_degC,direct,degC,27.0,False,27,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,temp_pH_lab_degC,direct,degC,20.1,False,20.1,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-09-12,temp_water_field_degC,direct,degC,16.9,False,16.9,11.0,AP2359240,CDIFUE21_AB2312760.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,485
000.C,2023-12-05,Al,ion,umol/l,1.4824697946779335,False,0.04,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,Ca,ion,umol/l,873.2970707121112,False,35,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,Cl,ion,umol/l,36.66826502693707,False,1.3,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,DOC,ion,umol/l,1048.2058113396054,False,12.59,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,EC_field_uS_per_cm_25degC,direct,uS/cm,320.0,False,320,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,EC_lab_uS_per_cm_25degC,direct,uS/cm,292.0,False,292,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,Fe,ion,umol/l,0.30441400304414,False,0.017,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,HCO3,ion,umol/l,3195.830670141108,False,195,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,HCO3_hardness_dH,direct,dH,9.0,False,9,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,K,ion,umol/l,66.49956519515065,False,2.6,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,Kb8.2_mmol_per_l,direct,mmol/l,0.0,True,"<0,1",30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,Ks4.3_mmol_per_l,direct,mmol/l,3.2,False,3.2,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,Mg,ion,umol/l,242.7484056778441,False,5.9,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,NO2,ion,umol/l,0.0,True,"<0,1",30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,NO3,ion,umol/l,0.0,True,"<0,2",30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,Na,ion,umol/l,1130.9264897781643,False,26,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,O2_mg_per_l,direct,mg/l,11.1,False,11.1,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,SO4,ion,umol/l,89.52737872163232,False,8.6,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,Si,ion,umol/l,163.78266752118492,False,4.6,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,pH_field,direct,pH,7.59,False,7.59,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,pH_lab,direct,pH,7.46,False,7.46,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,sum_anions_meq_per_l,direct,meq/l,3.36250769645194,False,3.36250769645194,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,sum_cations_meq_per_l,direct,meq/l,3.43313697310691,False,3.43313697310691,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,temp_air_degC,direct,degC,-1.0,False,-1,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,temp_pH_lab_degC,direct,degC,19.1,False,19.1,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2023-12-05,temp_water_field_degC,direct,degC,5.2,False,5.2,30.0,AP2381243,CDIFUE21_AB2317823.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,569
000.C,2024-05-16,Al,ion,umol/l,1.1118523460084502,False,0.03,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,Ca,ion,umol/l,998.0537950995558,False,40,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,Cl,ion,umol/l,81.7984373677827,False,2.9,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,DOC,ion,umol/l,437.5988677046042,False,5.256,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,EC_field_uS_per_cm_25degC,direct,uS/cm,290.0,False,290,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,EC_lab_uS_per_cm_25degC,direct,uS/cm,296.0,False,296,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,Fe,ion,umol/l,0.0,True,"<0,005",85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,HCO3,ion,umol/l,2982.775292131701,False,182,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,HCO3_hardness_dH,direct,dH,8.4,False,8.4,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,K,ion,umol/l,56.26886285743517,False,2.2,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,Kb8.2_mmol_per_l,direct,mmol/l,0.26,False,0.26,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,Ks4.3_mmol_per_l,direct,mmol/l,2.99,False,2.99,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,Mg,ion,umol/l,259.20592470685045,False,6.3,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,NO2,ion,umol/l,0.0,True,"<0,25",85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,NO3,ion,umol/l,0.0,True,"<0,50",85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,Na,ion,umol/l,521.9660722053067,False,12,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,O2_mg_per_l,direct,mg/l,8.6,False,8.6,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,SO4,ion,umol/l,15.61524047470331,False,1.5,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,Si,ion,umol/l,138.85921811578723,False,3.9,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,pH_field,direct,pH,7.31,False,7.31,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,pH_lab,direct,pH,7.38,False,7.38,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,sum_anions_meq_per_l,direct,meq/l,3.04654669822212,False,3.04654669822212,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,sum_cations_meq_per_l,direct,meq/l,3.09652363360803,False,3.09652363360803,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,temp_air_degC,direct,degC,25.0,False,25,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,temp_pH_lab_degC,direct,degC,16.9,False,16.9,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-05-16,temp_water_field_degC,direct,degC,14.2,False,14.2,85.5,AP2431143,CDIFUE21_AB2406736.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,732
000.C,2024-08-29,Al,ion,umol/l,0.0,True,"<0,02",25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,Ca,ion,umol/l,1472.129347771845,False,59,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,Cl,ion,umol/l,45.130172340845625,False,1.6,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,DOC,ion,umol/l,682.7075181084006,False,8.2,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,EC_field_uS_per_cm_25degC,direct,uS/cm,390.0,False,390,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,EC_lab_uS_per_cm_25degC,direct,uS/cm,384.0,False,384,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,Fe,ion,umol/l,0.0,True,"<0,005",25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,HCO3,ion,umol/l,4097.218807873215,False,250,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,HCO3_hardness_dH,direct,dH,11.5,False,11.5,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,K,ion,umol/l,79.287943117295,False,3.1,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,Kb8.2_mmol_per_l,direct,mmol/l,0.26,False,0.26,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,Ks4.3_mmol_per_l,direct,mmol/l,4.1,False,4.1,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,Mg,ion,umol/l,382.6373174243983,False,9.3,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,NO2,ion,umol/l,0.0,True,"<0,25",25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,NO3,ion,umol/l,0.0,True,"<0,50",25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,Na,ion,umol/l,434.9717268377556,False,10,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,O2_mg_per_l,direct,mg/l,7.5,False,7.5,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,SO4,ion,umol/l,7.391213824692899,False,0.71,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,Si,ion,umol/l,185.145624154383,False,5.2,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,pH_field,direct,pH,7.4,False,7.4,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,pH_lab,direct,pH,7.4,False,7.4,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,sum_anions_meq_per_l,direct,meq/l,4.11,False,4.11,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,sum_cations_meq_per_l,direct,meq/l,4.23,False,4.23,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,temp_air_degC,direct,degC,30.0,False,30,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,temp_pH_lab_degC,direct,degC,18.5,False,18.5,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-08-29,temp_water_field_degC,direct,degC,19.0,False,19,25.0,AP2457698,CDIFUE21_AB2412715.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,837
000.C,2024-12-10,Al,ion,umol/l,0.0,True,"<0,02",48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,Ca,ion,umol/l,1447.178002894356,False,58,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,Cl,ion,umol/l,67.69525851126843,False,2.4,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,DOC,ion,umol/l,807.5930397135959,False,9.7,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,EC_field_uS_per_cm_25degC,direct,uS/cm,370.0,False,370,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,EC_lab_uS_per_cm_25degC,direct,uS/cm,375.0,False,375,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,Fe,ion,umol/l,0.0,True,"<0,005",48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,HCO3,ion,umol/l,3933.3300555582864,False,240,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,HCO3_hardness_dH,direct,dH,11.0,False,11,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,K,ion,umol/l,61.3842140262929,False,2.4,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,Kb8.2_mmol_per_l,direct,mmol/l,0.14,False,0.14,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,Ks4.3_mmol_per_l,direct,mmol/l,3.9,False,3.9,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,Mg,ion,umol/l,370.2941781526435,False,9,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,NO2,ion,umol/l,0.0,True,"<0,25",48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,NO3,ion,umol/l,0.0,True,"<0,50",48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,Na,ion,umol/l,304.4802087864289,False,7,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,O2_mg_per_l,direct,mg/l,8.1,False,8.1,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,SO4,ion,umol/l,21.86133666458464,False,2.1,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,Si,ion,umol/l,206.508580787581,False,5.8,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,pH_field,direct,pH,7.7,False,7.7,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,pH_lab,direct,pH,7.6,False,7.6,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,sum_anions_meq_per_l,direct,meq/l,3.99,False,3.99,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,sum_cations_meq_per_l,direct,meq/l,4.01,False,4.01,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,temp_air_degC,direct,degC,3.0,False,3,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,temp_pH_lab_degC,direct,degC,18.5,False,18.5,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2024-12-10,temp_water_field_degC,direct,degC,6.4,False,6.4,48.0,AP2484073,CDIFUE21_AB2418574.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,940
000.C,2025-02-19,Al,ion,umol/l,1.1118523460084502,False,0.03,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,Ca,ion,umol/l,1122.8105194870002,False,45,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,Cl,ion,umol/l,47.95080811214847,False,1.7,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,DOC,ion,umol/l,499.54208642078095,False,6,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,EC_field_uS_per_cm_25degC,direct,uS/cm,290.0,False,290,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,EC_lab_uS_per_cm_25degC,direct,uS/cm,288.0,False,288,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,Fe,ion,umol/l,0.16116035455278,False,0.009,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,HCO3,ion,umol/l,2933.6086664372224,False,179,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,HCO3_hardness_dH,direct,dH,8.2,False,8.2,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,K,ion,umol/l,58.82653844186403,False,2.3,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,Kb8.2_mmol_per_l,direct,mmol/l,0.15,False,0.15,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,Ks4.3_mmol_per_l,direct,mmol/l,2.9,False,2.9,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,Mg,ion,umol/l,316.8072413083728,False,7.7,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,NO2,ion,umol/l,0.0,True,"<0,25",31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,NO3,ion,umol/l,0.0,True,"<0,50",31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
000.C,2025-02-19,Na,ion,umol/l,217.48586341887776,False,5,31.5,AP2507737,CDIFUE21_AB2501967.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,1011
