variant,treatment,treatment_label,treatment_group,treatment_group_label,soil,soil_name,sensor,phase,experiment_start_date,date,days,TA_umol_per_l,sampling_interval_days,rain_interval_mm,temp_mean_interval_C,rain_interval_onsite_mm,temp_mean_interval_onsite_C,TA_flux_mmol_per_m2_pumped,TA_cum_mmol_per_m2_pumped,TA_CO2_t_per_ha_per_yr_pumped,TA_CO2cum_t_per_ha_pumped,TA_flux_mmol_per_m2_avgBD,TA_cum_mmol_per_m2_avgBD,TA_CO2_t_per_ha_per_yr_avgBD,TA_CO2cum_t_per_ha_avgBD,TA_flux_mmol_per_m2_dumpmodel,TA_cum_mmol_per_m2_dumpmodel,TA_CO2_t_per_ha_per_yr_dumpmodel,TA_CO2cum_t_per_ha_dumpmodel
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-08-29,837,4359.440811577101,105.0,241.1,19.176190476190477,92.3,21.283783783783782,279.1760125640508,3027.3280054149486,0.4273862304061105,1.3322967819030649,279.1760125640508,3027.3280054149486,0.4273862304061105,1.3322967819030649,279.1760125640508,3651.114431405734,0.4273862304061105,1.6068189501173495
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-12-10,940,4162.774308799187,103.0,215.9,10.216504854368932,199.4,10.33883495145631,410.12554766494446,3437.453553079893,0.6400462001679499,1.51278893417493,410.12554766494446,3437.453553079893,0.6400462001679499,1.51278893417493,410.12554766494446,4061.239979070679,0.6400462001679499,1.7873111023892152
100.B,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2025-02-19,1011,3015.5530425946868,71.0,80.10000000000001,1.3169014084507042,58.400000000000006,1.4070422535211269,233.9653222702774,3671.4188753501703,0.5296937741846847,1.6157547328528563,233.9653222702774,3671.4188753501703,0.5296937741846847,1.6157547328528563,233.9653222702774,4295.205301340957,0.5296937741846847,1.8902769010671416
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-06-20,36,1499.582083681597,36.0,39.099999999999994,17.861111111111114,37.2,,16.088547074541367,16.088547074541367,0.0718366464198125,0.0070804086820349,16.088547074541367,16.088547074541367,0.0718366464198125,0.0070804086820349,16.088547074541367,16.088547074541367,0.0718366464198125,0.0070804086820349
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-07-05,51,1389.7766196305947,15.0,8.4,21.12666666666667,13.4,,16.088547074541367,32.177094149082734,0.17240795140755,0.0141608173640698,16.088547074541367,32.177094149082734,0.17240795140755,0.0141608173640698,16.088547074541367,32.177094149082734,0.17240795140755,0.0141608173640698
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-01,78,4113.607683104708,27.0,13.2,20.774074074074072,11.2,,27.356504296509137,59.53359844559187,0.1628652993399803,0.0262001413399205,27.356504296509137,59.53359844559187,0.1628652993399803,0.0262001413399205,27.356504296509137,59.53359844559187,0.1628652993399803,0.0262001413399205
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-16,93,3933.3300555582864,15.0,2.4,22.246666666666663,2.8000000000000007,,24.22001265737861,83.75361110297048,0.2595462937688931,0.0368591267103062,24.22001265737861,83.75361110297048,0.2595462937688931,0.0368591267103062,24.22001265737861,83.75361110297048,0.2595462937688931,0.0368591267103062
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-30,107,3572.774800465444,14.0,77.0,20.00714285714286,29.000000000000004,,343.19757935505487,426.95119045802534,3.9404689100413,0.1878969494086723,343.19757935505487,426.95119045802534,3.9404689100413,0.1878969494086723,343.19757935505487,426.95119045802534,3.9404689100413,0.1878969494086723
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-10-11,149,4851.1070685218865,42.0,117.7,12.976190476190473,98.0,,113.5111259875811,540.4623164456065,0.4344310583798376,0.2378520608445469,113.5111259875811,540.4623164456065,0.4344310583798376,0.2378520608445469,113.5111259875811,540.4623164456065,0.4344310583798376,0.2378520608445469
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-11-15,184,4556.107314355016,35.0,39.5,11.151428571428571,36.6,,89.77551358335006,630.2378300289565,0.4123078266728701,0.2773613666174435,89.77551358335006,630.2378300289565,0.4123078266728701,0.2773613666174435,89.77551358335006,630.2378300289565,0.4123078266728701,0.2773613666174435
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-12-12,211,3654.719176622909,27.0,44.30000000000001,2.8000000000000003,39.0,,162.03188467786293,792.2697147068194,0.9646470585077194,0.3486699787453241,162.03188467786293,792.2697147068194,0.9646470585077194,0.3486699787453241,162.03188467786293,792.2697147068194,0.9646470585077194,0.3486699787453241
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-01-17,247,3392.4971729190224,36.0,64.39999999999999,4.558333333333334,47.2,,200.54170480309492,992.8114195099143,0.8954347135026812,0.4369263776121181,200.54170480309492,992.8114195099143,0.8954347135026812,0.4369263776121181,200.54170480309492,992.8114195099143,0.8954347135026812,0.4369263776121181
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-02-14,275,3048.3307930576725,28.0,37.0,0.2178571428571428,8.199999999999996,,120.13126278059792,1112.9426822905125,0.689651580585916,0.4897949450492315,120.13126278059792,1112.9426822905125,0.689651580585916,0.4897949450492315,120.13126278059792,1112.9426822905125,0.689651580585916,0.4897949450492315
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-03-13,302,2835.275415048265,27.0,50.099999999999994,4.725925925925925,32.2,,69.834369828775,1182.7770521192872,0.4157547113149861,0.520528352867177,69.834369828775,1182.7770521192872,0.4157547113149861,0.520528352867177,69.834369828775,1182.7770521192872,0.4157547113149861,0.520528352867177
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-04-17,337,3146.6640444466293,35.0,57.99999999999999,7.462857142857144,39.400000000000006,,108.50565670505615,1291.2827088243434,0.4983288840362746,0.5682806073265053,108.50565670505615,1291.2827088243434,0.4983288840362746,0.5682806073265053,108.50565670505615,1291.2827088243434,0.4983288840362746,0.5682806073265053
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-05-16,366,3605.55255092843,29.0,62.2,11.820689655172414,29.6,,26.642013923116473,1317.92472274746,0.1476728912823012,0.5800054912339296,26.642013923116473,1317.92472274746,0.1476728912823012,0.5800054912339296,26.642013923116473,1317.92472274746,0.1476728912823012,0.5800054912339296
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-06-20,401,3326.941671993051,35.0,62.6,17.525714285714287,14.8,,24.58331284723929,1342.508035594699,0.1129026377894684,0.590824361384871,24.58331284723929,1342.508035594699,0.1129026377894684,0.590824361384871,24.58331284723929,1342.508035594699,0.1129026377894684,0.590824361384871
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-09-12,485,5080.551321762787,84.0,280.0,19.81785714285714,65.6,,112.62305885681054,1455.13109445151,0.2155161189330987,0.6403886433571649,112.62305885681054,1455.13109445151,0.2155161189330987,0.6403886433571649,112.62305885681054,1455.13109445151,0.2155161189330987,0.6403886433571649
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-12-05,569,3130.275169215137,84.0,153.9,9.974999999999998,107.2,,265.99628900966064,1721.1273834611704,0.5090119948780123,0.7574509501874265,265.99628900966064,1721.1273834611704,0.5090119948780123,0.7574509501874265,265.99628900966064,1721.1273834611704,0.5090119948780123,0.7574509501874265
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-05-16,732,2966.386416900208,163.0,269.5,7.470552147239263,185.4,,624.6946764654379,2345.8220599266083,0.6160442744203228,1.032372830353101,624.6946764654379,2345.8220599266083,0.6160442744203228,1.032372830353101,1234.776611960924,2955.9039954220943,1.2176781564565449,1.3008637893453094
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-08-29,837,4015.274431715751,105.0,241.1,19.176190476190477,92.3,21.283783783783782,276.9154780493621,2622.7375379759706,0.4239256131558586,1.1542405630878447,276.9154780493621,2622.7375379759706,0.4239256131558586,1.1542405630878447,276.9154780493621,3232.8194734714566,0.4239256131558586,1.4227315220800532
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-12-10,940,3966.1078060212726,103.0,215.9,10.216504854368932,199.4,10.33883495145631,449.3619681698978,3072.099506145868,0.7012789665619702,1.352000271659735,449.3619681698978,3072.099506145868,0.7012789665619702,1.352000271659735,449.3619681698978,3682.1814416413545,0.7012789665619702,1.6204912306519437
100.C,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2025-02-19,1011,2917.2197912057295,71.0,80.10000000000001,1.3169014084507042,58.400000000000006,1.4070422535211269,233.5212887048921,3305.6207948507604,0.5286884892440304,1.454770655605871,233.5212887048921,3305.6207948507604,0.5286884892440304,1.454770655605871,233.5212887048921,3915.7027303462464,0.5286884892440304,1.7232616145980797
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-06-20,36,2294.4425324090007,36.0,39.099999999999994,17.861111111111114,37.2,,20.79691753513577,20.79691753513577,0.0928598962150928,0.0091525154380378,20.79691753513577,20.79691753513577,0.0928598962150928,0.0091525154380378,20.79691753513577,20.79691753513577,0.0928598962150928,0.0091525154380378
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-07-05,51,1835.5540259272004,15.0,8.4,21.12666666666667,13.4,,20.79691753513577,41.59383507027153,0.2228637509162228,0.0183050308760757,20.79691753513577,41.59383507027153,0.2228637509162228,0.0183050308760757,20.79691753513577,41.59383507027153,0.2228637509162228,0.0183050308760757
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-07-18,64,3195.830670141108,13.0,5.1,18.661538461538463,3.1999999999999997,,61.39773208645477,102.9915671567263,0.759172909274012,0.0453255587900036,61.39773208645477,102.9915671567263,0.759172909274012,0.0453255587900036,61.39773208645477,102.9915671567263,0.759172909274012,0.0453255587900036
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-01,78,3785.830178474851,14.0,8.1,22.73571428571429,8.0,,88.58469629436227,191.57626345108855,1.01709703870685,0.0843107977821895,88.58469629436227,191.57626345108855,1.01709703870685,0.0843107977821895,88.58469629436227,191.57626345108855,1.01709703870685,0.0843107977821895
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-16,93,4326.663061114115,15.0,2.4,22.246666666666663,2.8000000000000007,,26.642013923116473,218.21827737420503,0.2855009231457823,0.0960356816896138,26.642013923116473,218.21827737420503,0.2855009231457823,0.0960356816896138,26.642013923116473,218.21827737420503,0.2855009231457823,0.0960356816896138
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-30,107,4900.273694216366,14.0,77.0,20.00714285714286,29.000000000000004,,555.2034234826423,773.4217008568473,6.374642365173847,0.3403751563300899,555.2034234826423,773.4217008568473,6.374642365173847,0.3403751563300899,555.2034234826423,773.4217008568473,6.374642365173847,0.3403751563300899
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-09-13,121,5359.162200698166,14.0,34.8,17.264285714285716,21.4,,79.19944138962806,852.6211422464754,0.9093389792403004,0.3752300384912513,79.19944138962806,852.6211422464754,0.9093389792403004,0.3752300384912513,79.19944138962806,852.6211422464754,0.9093389792403004,0.3752300384912513
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-10-11,149,4949.440319910845,28.0,82.9,10.832142857142856,76.6,,128.00276689424595,980.6239091407214,0.7348404442331784,0.43156277617374,128.00276689424595,980.6239091407214,0.7348404442331784,0.43156277617374,128.00276689424595,980.6239091407214,0.7348404442331784,0.43156277617374
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-11-15,184,4310.274185882623,35.0,39.5,11.151428571428571,36.6,,84.93151105187434,1065.5554201925956,0.3900610014926793,0.4689402848725594,84.93151105187434,1065.5554201925956,0.3900610014926793,0.4689402848725594,84.93151105187434,1065.5554201925956,0.3900610014926793,0.4689402848725594
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-12-12,211,3244.997295835587,27.0,44.30000000000001,2.8000000000000003,39.0,,163.84838562716635,1229.403805819762,0.9754614874147566,0.5410483209032191,163.84838562716635,1229.403805819762,0.9754614874147566,0.5410483209032191,163.84838562716635,1229.403805819762,0.9754614874147566,0.5410483209032191
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-01-17,247,2933.6086664372224,36.0,64.39999999999999,4.558333333333334,47.2,,173.41529062683085,1402.819096446593,0.7743131097438644,0.617366656155181,173.41529062683085,1402.819096446593,0.7743131097438644,0.617366656155181,173.41529062683085,1402.819096446593,0.7743131097438644,0.617366656155181
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-02-14,275,2638.608912270351,28.0,37.0,0.2178571428571428,8.199999999999996,,110.48362440540878,1513.3027208520016,0.6342662553977325,0.6659893944197574,110.48362440540878,1513.3027208520016,0.6342662553977325,0.6659893944197574,110.48362440540878,1513.3027208520016,0.6342662553977325,0.6659893944197574
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-03-13,302,2376.3869085664646,27.0,50.099999999999994,4.725925925925925,32.2,,64.3848669808648,1577.6875878328665,0.3833114245938744,0.6943245305293662,64.3848669808648,1577.6875878328665,0.3833114245938744,0.6943245305293662,64.3848669808648,1577.6875878328665,0.3833114245938744,0.6943245305293662
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-04-17,337,2704.164413196322,35.0,57.99999999999999,7.462857142857144,39.400000000000006,,96.57730047129722,1674.2648883041636,0.4435460770300548,0.7368272346937793,96.57730047129722,1674.2648883041636,0.4435460770300548,0.7368272346937793,96.57730047129722,1674.2648883041636,0.4435460770300548,0.7368272346937793
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-05-16,366,3425.274923382008,29.0,62.2,11.820689655172414,29.6,,25.30991322696065,1699.5748015311244,0.1402892467181861,0.7479658744058325,25.30991322696065,1699.5748015311244,0.1402892467181861,0.7479658744058325,25.30991322696065,1699.5748015311244,0.1402892467181861,0.7479658744058325
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-06-20,401,,35.0,62.6,17.525714285714287,14.8,,,,,,,,,,,,,
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-09-12,485,4474.162938197552,84.0,280.0,19.81785714285714,65.6,,66.12063455464362,1765.695436085768,0.1265288182123354,0.7770649044669856,66.12063455464362,1765.695436085768,0.1265288182123354,0.7770649044669856,66.12063455464362,1765.695436085768,0.1265288182123354,0.7770649044669856
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-12-05,569,2753.331038890801,84.0,153.9,9.974999999999998,107.2,,203.44810632198036,1969.1435424077483,0.3893194406533396,0.8666003815782259,203.44810632198036,1969.1435424077483,0.3893194406533396,0.8666003815782259,203.44810632198036,1969.1435424077483,0.3893194406533396,0.8666003815782259
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-05-16,732,2966.386416900208,163.0,269.5,7.470552147239263,185.4,,624.6946764654379,2593.838218873186,0.6160442744203228,1.1415222617439005,624.6946764654379,2593.838218873186,0.6160442744203228,1.1415222617439005,1161.7129071111651,3130.8564495189135,1.1456261945360389,1.3778586148687786
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-08-29,837,3949.71893078978,105.0,241.1,19.176190476190477,92.3,21.283783783783782,252.93766551855737,2846.7758843917436,0.3872183516085439,1.2528375989619625,252.93766551855737,2846.7758843917436,0.3872183516085439,1.2528375989619625,252.93766551855737,3383.794115037471,0.3872183516085439,1.4891739520868406
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-12-10,940,3736.663552780373,103.0,215.9,10.216504854368932,199.4,10.33883495145631,386.55140201176266,3233.327286403506,0.6032561429929418,1.4229550054733189,386.55140201176266,3233.327286403506,0.6032561429929418,1.4229550054733189,386.55140201176266,3770.3455170492334,0.6032561429929418,1.659291358598197
100.D,100,100 t/ha,100,100 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2025-02-19,1011,2556.6645361128867,71.0,80.10000000000001,1.3169014084507042,58.400000000000006,1.4070422535211269,204.65910695484928,3437.9863933583556,0.4633449681015098,1.5130234318530786,204.65910695484928,3437.9863933583556,0.4633449681015098,1.5130234318530786,204.65910695484928,3975.004624004083,0.4633449681015098,1.7493597849779567
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-06-20,36,1802.776275464215,36.0,39.099999999999994,17.861111111111114,37.2,,10.091671940574422,10.091671940574422,0.0450601204459883,0.0044412439043273,10.028285326975464,10.028285326975464,0.0447770941585454,0.0044133480895486,10.091671940574422,10.091671940574422,0.0450601204459883,0.0044412439043273
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-07-05,51,1638.8875231492862,15.0,8.4,21.12666666666667,13.4,,10.091671940574422,20.183343881148843,0.1081442890703721,0.0088824878086547,9.217060372391304,19.24534569936677,0.0987717840176065,0.0084696841888343,10.091671940574422,20.183343881148843,0.1081442890703721,0.0088824878086547
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-07-18,64,3261.386171067079,13.0,5.1,18.661538461538463,3.1999999999999997,,56.23079605288068,76.41413993402952,0.6952845908078231,0.033629098843567,32.131883458788955,51.37722915815572,0.3973054804616132,0.0226106047802127,56.23079605288068,76.41413993402952,0.6952845908078231,0.033629098843567
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-01,78,3966.1078060212726,14.0,8.1,22.73571428571429,8.0,,34.190584534666144,110.60472446869566,0.3925637693254508,0.0486760331914282,142.62358120175017,194.0008103599059,1.63755172347188,0.0853778166312909,34.190584534666144,110.60472446869566,0.3925637693254508,0.0486760331914282
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-16,93,4638.05169051248,15.0,2.4,22.246666666666663,2.8000000000000007,,28.55943159182561,139.16415606052126,0.3060483380691531,0.0612447534406748,28.55943159182561,222.5602419517315,0.3060483380691531,0.0979465368805375,28.55943159182561,139.16415606052126,0.3060483380691531,0.0612447534406748
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-08-30,107,4654.440565743973,14.0,77.0,20.00714285714286,29.000000000000004,,80.2489752714478,219.41313133196908,0.9213893428795704,0.0965615249678862,481.49385162868685,704.0540935804183,5.528336057277423,0.3098471660438063,567.4748965623809,706.6390526229021,6.515538924648391,0.3109847806688129
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-09-13,121,5424.717701624138,14.0,34.8,17.264285714285716,21.4,,80.16824189592322,299.5813732278923,0.920462391830396,0.1318427665438631,95.75651115346383,799.8106047338822,1.0994411902418617,0.3519886490373342,80.16824189592322,786.8072945188253,0.920462391830396,0.3462660222447898
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-10-11,149,4834.718193290394,28.0,82.9,10.832142857142856,76.6,,65.494950894328,365.0763241222203,0.3759945193214545,0.1606664394829479,113.12764245383926,912.9382471877216,0.6494450788279668,0.4017749932048443,160.76033401335053,947.5676285321758,0.9228956383344792,0.4170150376407252
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-11-15,184,4261.107560188144,35.0,39.5,11.151428571428571,36.6,,83.96271054557918,449.03903466779946,0.3856116364566411,0.1976175887669518,94.45804936377658,1007.396296551498,0.4338130910137212,0.4433450361493487,83.96271054557918,1031.5303390777551,0.3856116364566411,0.4539661869247292
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2022-12-12,211,3326.941671993051,27.0,44.30000000000001,2.8000000000000003,39.0,,40.97218807873215,490.0112227465317,0.2439254520142837,0.2156490390185211,151.59709589130895,1158.993392442807,0.90252417245285,0.5100614020801548,172.08318993067505,1203.61352900843,1.024486898459992,0.52969827798132
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-01-17,247,3359.7194224560367,36.0,64.39999999999999,4.558333333333334,47.2,,41.37585495635512,531.3870777028867,0.1847464938285523,0.2338581390262634,195.84571346008096,1354.839105902888,0.8744667374551479,0.5962511421168019,107.57722288652332,1311.190751894953,0.4803408839542361,0.57704193800145
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-02-14,275,3081.1085435206583,28.0,37.0,0.2178571428571428,8.199999999999996,,30.355749197247864,561.7428269001347,0.1742667972448282,0.2472174006904802,123.95264255542877,1478.7917484583168,0.7115894220830487,0.6508014605790206,113.83405948967948,1425.0248113846328,0.6535004896681058,0.627139169242263
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-03-13,302,2736.942163659308,27.0,50.099999999999994,4.725925925925925,32.2,,57.30051327858156,619.0433401787162,0.3411351518564293,0.2724347835792512,76.40068437144208,1555.192432829759,0.4548468691419058,0.6844246377640485,57.30051327858156,1482.3253246632144,0.3411351518564293,0.6523565521310339
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-04-17,337,3064.719668289165,35.0,57.99999999999999,7.462857142857144,39.400000000000006,,45.291423669298005,664.3347638480142,0.2080078154347843,0.2923670862218725,105.67998856169532,1660.872421391454,0.48535156934783,0.730933343930165,98.13141795014567,1580.45674261336,0.4506836001086993,0.6955432078567136
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-05-16,366,3572.774800465444,29.0,62.2,11.820689655172414,29.6,,26.399813796542688,690.7345776445569,0.1463304104524621,0.303985380275593,26.399813796542688,1687.2722351879968,0.1463304104524621,0.7425516379838855,26.399813796542688,1606.8565564099029,0.1463304104524621,0.7071615019104341
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-06-20,401,2835.275415048265,35.0,62.6,17.525714285714287,14.8,,15.3635613623305,706.0981390068873,0.0705595138631719,0.310746729995541,15.3635613623305,1702.6357965503273,0.0705595138631719,0.7493129877038335,15.3635613623305,1622.2201177722334,0.0705595138631719,0.7139228516303822
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-09-12,485,4801.940442827408,84.0,280.0,19.81785714285714,65.6,,131.28457860932076,837.3827176162081,0.2512269081025509,0.368523760195717,98.5619959529435,1801.1977925032709,0.1886087898667799,0.7926891365027644,131.28457860932076,1753.504696381554,0.2512269081025509,0.7716998818305582
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2023-12-05,569,3310.552796761558,84.0,153.9,9.974999999999998,107.2,,232.39102144754776,1069.7737390637558,0.4447047658415229,0.4707967248245682,244.622127839524,2045.8199203427948,0.4681102798331821,0.9003448887436605,395.4724400072304,2148.9771363887844,0.7567782857303111,0.94574334795334
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-05-16,732,3244.997295835587,163.0,269.5,7.470552147239263,185.4,,631.4157299778605,1701.1894690416163,0.622672258762734,0.7486764734305249,671.3787508625351,2717.19867120533,0.6620818953932868,1.1958119632107536,1218.8721369825787,3367.8492733713633,1.20199391723186,1.4821567867180032
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-08-29,837,3572.774800465444,105.0,241.1,19.176190476190477,92.3,21.283783783783782,0.0,1701.1894690416163,0.0,0.7486764734305249,255.198200033246,2972.396871238576,0.3906789688587957,1.3081221390633848,96.79931725398988,3464.6485906253533,0.1481885743947156,1.5247571982483117
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2024-12-10,940,3654.719176622909,103.0,215.9,10.216504854368932,199.4,10.33883495145631,261.0513697587792,1962.2408388003955,0.4073994858746193,0.863562570747666,399.0785307806624,3371.475402019238,0.6228061105899353,1.4837526096746465,342.0673120977106,3806.715902723064,0.5338338090770873,1.675297601629393
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2025-02-19,1011,2868.053165511251,71.0,80.10000000000001,1.3169014084507042,58.400000000000006,1.4070422535211269,31.78876661280943,1994.029605413205,0.0719692627968321,0.8775524890462973,222.521366289666,3593.9967683089044,0.503784839577825,1.5816820377650656,222.521366289666,4029.23726901273,0.503784839577825,1.7732270297198125
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2025-09-24,1228,4048.052182178737,217.0,385.0,14.575576036866355,339.29999999999995,14.855299539170506,299.11715631862586,2293.146761731831,0.2215712023994813,1.0091909583705614,299.11715631862586,3893.11392462753,0.2215712023994813,1.7133205070893296,299.11715631862586,4328.354425331356,0.2215712023994813,1.9048654990440763
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2025-12-15,1310,3851.3856794008225,82.0,92.9,6.917073170731709,91.9,7.129268292682928,350.9883500931784,2644.135111825009,0.6880350683904041,1.1636574213630682,350.9883500931784,4244.102274720709,0.6880350683904041,1.8677869700818368,350.9883500931784,4679.342775424534,0.6880350683904041,2.059331962036583
200.A,200,200 t/ha,200,200 t/ha,FUERTH2022,Fürth 2022,False,2022,2022-05-15,2026-02-25,1382,2736.942163659308,72.0,120.2,0.9611111111111108,61.8,1.2208333333333334,343.80307967148934,2987.9381914964983,0.7675540916769661,1.314961718695694,343.80307967148934,4587.905354392198,0.7675540916769661,2.0190912674144625,343.80307967148934,5023.145855096023,0.7675540916769661,2.210636259369209
