date,pot,soil_moisture_30cm_pct,soil_moisture_60cm_pct,soil_ec_30cm,soil_ec_60cm,soil_ph_30cm,soil_ph_60cm
2024-08-14,000.B,19.13833333333333,23.45843373493976,82.29012345679013,99.05421686746988,5.574545454545451,
2024-08-21,000.B,17.09748427672957,21.9696319018405,72.33333333333333,89.21472392638037,5.549006211180125,
2024-08-28,000.B,17.36079754601228,19.70395061728396,71.88343558282209,77.3641975308642,5.403167701863354,
2024-09-04,000.B,15.97820987654323,15.72357575757576,64.5246913580247,62.52121212121212,5.245153374233131,
2024-09-11,000.B,15.71801282051281,14.04043478260868,62.1474358974359,57.06832298136646,5.275093167701862,
2024-09-18,000.B,20.32768115942028,17.7900724637681,89.98550724637681,71.46376811594203,5.504671532846709,
2024-09-25,000.B,21.6349689440994,22.71341772151899,100.7329192546584,95.70886075949367,5.703664596273293,
2024-10-02,000.B,22.10012195121949,24.5995541401274,105.3414634146341,108.2101910828026,5.777962962962964,
2024-10-09,000.B,22.38631901840491,24.88472727272726,107.4110429447853,110.6121212121212,5.801151515151512,
2024-10-16,000.B,21.85432926829269,25.11664634146343,103.9878048780488,111.5731707317073,5.754723926380368,
2024-10-23,000.B,22.09710843373494,24.72539393939393,101.9698795180723,107.6666666666667,5.582168674698789,
2024-10-30,000.B,22.36993197278912,24.42493975903617,99.25170068027211,102.8734939759036,5.423353293413185,
2024-11-06,000.B,,24.18839285714286,,96.98214285714286,5.347650602409643,
2024-11-13,000.B,,24.12999999999997,,93.50602409638554,5.482073170731697,
2024-11-20,000.B,,25.04213017751479,,96.1301775147929,5.741779141104292,
2024-11-27,000.B,,25.16278787878783,,96.4121212121212,5.925843373493977,
2024-12-04,000.B,,25.34301204819279,,96.32530120481928,6.068614457831327,
2024-12-11,000.B,,25.40636904761908,,95.39880952380952,6.254578313253008,
2024-12-18,000.B,,25.11413173652694,,93.47305389221557,6.172771084337343,
2024-12-25,000.B,,25.264156626506,,93.51807228915662,6.263473053892208,
2025-01-01,000.B,,25.20646706586828,,91.1377245508982,6.349578313253009,
