date,precip_mm,temp_mean_C
2024-07-16,0.0,21.1
2024-07-17,0.0,19.6
2024-07-18,0.0,20.9
2024-07-19,0.0,22.8
2024-07-20,0.2,23.2
2024-07-21,4.4,22.3
2024-07-22,1.0,22.0
2024-07-23,1.1,20.5
2024-07-24,0.0,18.8
2024-07-25,0.0,18.9
2024-07-26,0.2,20.4
2024-07-27,6.2,22.1
2024-07-28,0.0,19.5
2024-07-29,0.0,19.5
2024-07-30,0.0,22.3
2024-07-31,4.0,24.9
2024-08-01,45.7,21.3
2024-08-02,0.1,19.4
2024-08-03,0.2,20.9
2024-08-04,3.6,20.2
2024-08-05,0.0,19.6
2024-08-06,0.0,21.7
2024-08-07,7.9,21.4
2024-08-08,0.0,19.2
2024-08-09,0.0,20.7
2024-08-10,0.0,22.7
2024-08-11,0.0,22.5
2024-08-12,0.0,24.1
2024-08-13,0.0,25.2
2024-08-14,0.0,25.0
2024-08-15,0.0,23.0
2024-08-16,0.8,23.4
2024-08-17,0.0,22.8
2024-08-18,14.0,19.8
2024-08-19,0.0,17.6
2024-08-20,0.0,19.3
2024-08-21,0.0,17.8
2024-08-22,0.0,16.5
2024-08-23,0.0,19.9
2024-08-24,0.4,23.5
2024-08-25,1.6,18.5
2024-08-26,0.0,16.6
2024-08-27,0.0,19.4
2024-08-28,0.0,22.5
2024-08-29,0.0,24.2
2024-08-30,0.0,24.4
2024-08-31,0.0,23.9
2024-09-01,0.1,23.5
2024-09-02,4.7,20.0
2024-09-03,0.0,21.3
2024-09-04,0.0,22.1
2024-09-05,0.0,24.7
2024-09-06,0.0,22.7
2024-09-07,0.0,20.8
2024-09-08,12.9,19.5
2024-09-09,0.2,16.3
2024-09-10,0.4,16.0
2024-09-11,7.2,12.6
2024-09-12,0.4,10.3
2024-09-13,2.6,9.7
2024-09-14,0.5,10.8
2024-09-15,9.5,11.4
2024-09-16,10.4,11.1
2024-09-17,0.0,16.2
2024-09-18,0.0,18.3
2024-09-19,0.0,17.6
2024-09-20,0.0,16.6
2024-09-21,0.0,15.9
2024-09-22,0.0,15.6
2024-09-23,20.5,15.9
2024-09-24,0.1,15.2
2024-09-25,11.4,15.6
2024-09-26,6.9,15.2
2024-09-27,3.0,13.6
2024-09-28,1.1,10.1
2024-09-29,0.0,8.0
2024-09-30,1.7,10.1
2024-10-01,8.4,12.9
2024-10-02,11.1,11.1
2024-10-03,0.8,9.8
2024-10-04,3.4,9.8
2024-10-05,0.0,9.5
2024-10-06,0.0,7.8
2024-10-07,3.2,13.8
2024-10-08,7.4,14.6
2024-10-09,0.4,15.0
2024-10-10,3.1,14.1
2024-10-11,0.9,8.9
2024-10-12,4.3,8.8
2024-10-13,0.0,10.5
2024-10-14,11.6,6.9
2024-10-15,0.0,10.0
2024-10-16,0.0,11.3
2024-10-17,0.0,12.5
2024-10-18,1.2,12.2
2024-10-19,0.0,13.4
2024-10-20,0.0,12.6
2024-10-21,0.0,12.6
2024-10-22,1.0,12.8
2024-10-23,0.0,9.2
2024-10-24,0.0,11.7
2024-10-25,0.0,11.5
2024-10-26,0.0,10.8
2024-10-27,0.0,12.3
2024-10-28,0.0,11.9
2024-10-29,0.0,12.2
2024-10-30,0.0,10.7
2024-10-31,0.0,10.6
2024-11-01,0.0,9.5
2024-11-02,0.0,9.5
2024-11-03,0.0,7.1
2024-11-04,0.0,2.6
2024-11-05,0.0,2.9
2024-11-06,0.0,5.7
2024-11-07,0.0,6.8
2024-11-08,0.0,5.7
2024-11-09,0.0,5.1
2024-11-10,0.0,3.8
2024-11-11,5.5,4.4
2024-11-12,0.0,3.8
2024-11-13,1.2,2.5
2024-11-14,1.5,4.7
2024-11-15,0.0,6.3
2024-11-16,0.0,4.2
2024-11-17,1.4,4.7
2024-11-18,12.5,4.7
2024-11-19,9.1,8.0
2024-11-20,1.7,2.1
2024-11-21,0.0,0.4
2024-11-22,0.1,0.1
2024-11-23,0.0,3.1
2024-11-24,0.0,8.2
2024-11-25,3.0,9.6
2024-11-26,1.2,8.7
2024-11-27,0.9,6.8
2024-11-28,0.0,6.8
2024-11-29,0.0,2.9
2024-11-30,0.0,0.4
2024-12-01,0.1,-1.7
2024-12-02,7.0,1.4
2024-12-03,1.1,4.8
2024-12-04,0.7,0.3
2024-12-05,8.5,0.7
2024-12-06,2.2,5.7
2024-12-07,7.5,3.4
2024-12-08,0.0,4.1
2024-12-09,0.0,3.0
2024-12-10,0.3,2.7
2024-12-11,0.0,1.1
2024-12-12,0.0,0.5
2024-12-13,0.0,-0.3
2024-12-14,0.5,0.8
2024-12-15,1.5,2.9
2024-12-16,0.2,6.5
2024-12-17,0.0,6.4
2024-12-18,0.1,6.6
2024-12-19,2.8,7.9
2024-12-20,0.0,3.0
2024-12-21,2.7,2.6
2024-12-22,2.4,4.0
2024-12-23,0.3,1.3
2024-12-24,0.0,2.2
2024-12-25,0.0,0.8
2024-12-26,0.0,-1.1
2024-12-27,0.0,-1.9
2024-12-28,0.0,-2.3
2024-12-29,0.0,-1.7
2024-12-30,0.0,-1.7
2024-12-31,0.0,-2.9
2025-01-01,0.0,0.6
2025-01-02,13.5,2.8
2025-01-03,0.0,0.1
2025-01-04,1.9,-1.6
2025-01-05,6.5,1.6
2025-01-06,0.5,7.3
2025-01-07,1.1,4.1
2025-01-08,5.6,1.6
2025-01-09,4.2,6.3
2025-01-10,0.0,0.8
2025-01-11,0.0,-0.1
2025-01-12,0.0,-1.3
2025-01-13,0.0,-2.4
2025-01-14,0.7,-2.5
2025-01-15,0.2,0.6
2025-01-16,0.0,2.1
2025-01-17,0.0,0.0
2025-01-18,0.0,0.7
2025-01-19,0.0,1.1
2025-01-20,0.0,-0.2
2025-01-21,0.0,-0.9
2025-01-22,1.2,-0.6
2025-01-23,0.7,3.0
2025-01-24,0.0,6.0
2025-01-25,0.0,8.2
2025-01-26,2.8,5.1
2025-01-27,1.7,7.1
2025-01-28,6.5,5.7
2025-01-29,0.1,5.0
2025-01-30,1.2,3.5
2025-01-31,0.1,2.5
2025-02-01,0.0,-1.1
2025-02-02,0.0,-2.0
2025-02-03,0.0,-3.1
2025-02-04,0.0,-2.9
2025-02-05,0.0,-1.1
2025-02-06,0.0,1.7
2025-02-07,0.0,2.5
2025-02-08,0.0,0.9
2025-02-09,0.0,-0.4
2025-02-10,1.3,1.7
2025-02-11,6.9,2.1
2025-02-12,11.7,3.9
2025-02-13,0.7,2.4
2025-02-14,0.1,-0.9
2025-02-15,0.0,-1.0
2025-02-16,0.4,-1.1
2025-02-17,0.0,-2.9
2025-02-18,0.0,-3.8
2025-02-19,0.0,-2.3
2025-02-20,0.3,0.5
2025-02-21,0.0,6.7
2025-02-22,0.0,4.5
2025-02-23,0.0,7.5
2025-02-24,1.8,5.2
2025-02-25,5.4,8.0
2025-02-26,0.9,5.3
2025-02-27,3.3,2.0
2025-02-28,6.0,1.5
2025-03-01,0.0,0.2
2025-03-02,0.0,1.4
2025-03-03,0.0,1.8
2025-03-04,0.0,3.1
2025-03-05,0.0,5.0
2025-03-06,0.0,6.2
2025-03-07,0.0,6.5
2025-03-08,0.0,7.3
2025-03-09,0.0,7.0
2025-03-10,0.0,7.4
2025-03-11,0.0,9.4
2025-03-12,0.2,6.3
2025-03-13,0.0,3.6
2025-03-14,0.0,4.1
2025-03-15,0.0,4.9
2025-03-16,0.0,4.7
2025-03-17,0.0,1.1
2025-03-18,0.0,2.2
2025-03-19,0.0,5.2
2025-03-20,0.0,8.2
2025-03-21,0.0,11.9
2025-03-22,0.0,11.8
2025-03-23,0.0,11.0
2025-03-24,4.3,9.5
2025-03-25,1.2,9.4
2025-03-26,1.6,7.2
2025-03-27,0.0,8.2
2025-03-28,0.0,7.5
2025-03-29,0.0,9.8
2025-03-30,1.0,7.1
2025-03-31,0.0,6.7
2025-04-01,0.0,7.2
2025-04-02,0.0,10.6
2025-04-03,0.0,12.5
2025-04-04,0.0,11.9
2025-04-05,0.0,9.9
2025-04-06,0.0,3.5
2025-04-07,0.0,4.3
2025-04-08,0.0,6.1
2025-04-09,0.0,7.0
2025-04-10,0.0,7.2
2025-04-11,0.0,9.9
2025-04-12,0.0,12.8
2025-04-13,0.0,14.0
2025-04-14,0.2,12.7
2025-04-15,0.1,15.9
2025-04-16,0.0,17.0
2025-04-17,7.2,12.2
2025-04-18,0.0,8.4
2025-04-19,0.0,11.2
2025-04-20,3.5,13.3
2025-04-21,1.7,11.7
2025-04-22,0.0,10.9
2025-04-23,4.3,13.2
2025-04-24,3.4,11.4
2025-04-25,3.4,9.8
2025-04-26,0.0,11.9
2025-04-27,0.0,13.0
2025-04-28,0.0,13.3
2025-04-29,0.0,15.7
2025-04-30,0.0,16.2
2025-05-01,0.0,18.1
2025-05-02,0.0,19.6
2025-05-03,9.5,16.4
2025-05-04,0.0,11.6
2025-05-05,0.0,9.7
2025-05-06,0.0,10.1
2025-05-07,0.0,10.3
2025-05-08,0.0,10.8
2025-05-09,0.0,10.6
2025-05-10,0.0,12.3
2025-05-11,0.0,14.2
2025-05-12,0.0,14.2
2025-05-13,0.0,14.3
2025-05-14,0.0,14.7
2025-05-15,0.0,12.2
2025-05-16,0.3,11.2
2025-05-17,0.1,11.2
2025-05-18,0.0,12.8
2025-05-19,0.0,12.9
2025-05-20,0.0,15.1
2025-05-21,0.5,14.2
2025-05-22,0.0,11.8
2025-05-23,0.0,8.8
2025-05-24,1.3,11.1
2025-05-25,3.5,13.5
2025-05-26,0.0,15.4
2025-05-27,2.8,14.6
2025-05-28,4.2,14.3
2025-05-29,0.0,14.8
2025-05-30,0.0,20.2
2025-05-31,0.8,21.2
2025-06-01,12.8,19.9
2025-06-02,5.5,17.2
2025-06-03,0.1,18.2
2025-06-04,5.3,18.2
2025-06-05,0.8,16.9
2025-06-06,3.8,17.3
2025-06-07,7.5,16.4
2025-06-08,2.2,14.1
2025-06-09,0.0,13.1
2025-06-10,0.0,16.6
2025-06-11,0.0,17.2
2025-06-12,0.0,19.3
2025-06-13,0.0,22.4
2025-06-14,0.0,24.4
2025-06-15,3.4,22.1
2025-06-16,0.0,18.6
2025-06-17,0.0,19.0
2025-06-18,0.0,21.2
2025-06-19,0.0,21.1
2025-06-20,0.0,20.1
2025-06-21,0.0,21.2
2025-06-22,0.0,24.4
2025-06-23,0.0,23.1
2025-06-24,0.0,22.0
2025-06-25,0.0,25.2
2025-06-26,0.0,23.8
2025-06-27,0.8,20.7
2025-06-28,0.0,23.2
2025-06-29,0.0,25.3
2025-06-30,0.0,25.3
2025-07-01,0.4,26.1
2025-07-02,0.0,28.5
2025-07-03,0.0,22.0
2025-07-04,0.0,20.7
2025-07-05,0.0,21.9
2025-07-06,0.0,21.7
2025-07-07,,17.7
2025-07-08,1.0,14.2
2025-07-09,0.0,15.1
2025-07-10,0.0,19.0
2025-07-11,0.1,18.7
2025-07-12,0.4,17.7
2025-07-13,0.0,20.5
2025-07-14,4.7,19.0
2025-07-15,0.0,20.3
2025-07-16,17.0,16.6
2025-07-17,0.0,17.5
2025-07-18,0.0,20.3
2025-07-19,0.5,23.2
2025-07-20,11.5,24.7
2025-07-21,6.5,18.6
2025-07-22,3.0,17.6
2025-07-23,0.0,19.0
2025-07-24,0.0,18.0
2025-07-25,0.7,18.1
2025-07-26,1.0,17.7
2025-07-27,12.8,17.4
2025-07-28,0.0,16.7
2025-07-29,3.2,17.3
2025-07-30,6.2,16.0
2025-07-31,11.5,16.5
2025-08-01,12.1,16.5
2025-08-02,1.5,16.0
2025-08-03,0.6,15.6
2025-08-04,4.0,15.5
2025-08-05,0.1,18.7
2025-08-06,0.0,15.9
2025-08-07,0.0,17.6
2025-08-08,0.0,21.5
2025-08-09,0.0,23.8
2025-08-10,0.0,21.2
2025-08-11,0.0,20.4
2025-08-12,0.0,22.2
2025-08-13,0.0,25.1
2025-08-14,0.0,25.9
2025-08-15,0.0,26.4
2025-08-16,0.0,23.0
2025-08-17,0.0,19.5
2025-08-18,0.0,18.1
2025-08-19,0.0,19.9
2025-08-20,0.0,21.2
2025-08-21,17.1,18.6
2025-08-22,0.0,15.4
2025-08-23,0.0,13.2
2025-08-24,0.0,13.8
2025-08-25,0.0,14.5
2025-08-26,0.3,17.4
2025-08-27,0.0,22.4
2025-08-28,12.8,18.6
2025-08-29,0.5,18.0
2025-08-30,0.2,16.6
2025-08-31,0.0,17.3
2025-09-01,1.2,16.6
2025-09-02,12.4,15.8
2025-09-03,1.6,17.5
2025-09-04,21.0,19.2
2025-09-05,0.3,15.8
2025-09-06,0.0,14.7
2025-09-07,0.0,16.2
2025-09-08,0.0,16.5
2025-09-09,6.0,14.9
2025-09-10,0.6,13.2
2025-09-11,3.2,13.8
2025-09-12,0.1,14.1
2025-09-13,3.1,15.4
2025-09-14,4.6,14.6
2025-09-15,1.8,18.1
2025-09-16,0.0,14.8
2025-09-17,0.0,14.3
2025-09-18,0.0,18.0
2025-09-19,0.0,17.9
2025-09-20,0.0,19.8
2025-09-21,16.9,18.9
2025-09-22,33.7,10.7
2025-09-23,0.0,11.7
2025-09-24,33.8,11.0
2025-09-25,2.4,10.2
2025-09-26,0.0,12.1
2025-09-27,0.0,12.9
2025-09-28,0.0,11.0
2025-09-29,2.8,12.3
2025-09-30,1.6,10.5
2025-10-01,0.0,8.2
2025-10-02,0.0,6.7
2025-10-03,0.4,6.9
2025-10-04,3.4,10.4
2025-10-05,1.2,9.9
2025-10-06,1.3,9.9
2025-10-07,0.0,11.9
2025-10-08,0.1,13.5
2025-10-09,0.1,12.4
2025-10-10,0.0,10.3
2025-10-11,0.0,12.1
2025-10-12,0.0,11.1
2025-10-13,0.1,10.6
2025-10-14,0.0,7.4
2025-10-15,0.0,10.0
2025-10-16,0.0,7.7
2025-10-17,0.0,10.1
2025-10-18,0.0,7.8
2025-10-19,0.0,5.7
2025-10-20,1.0,9.9
2025-10-21,1.9,13.1
2025-10-22,3.3,13.5
2025-10-23,12.2,12.1
2025-10-24,3.4,8.0
2025-10-25,3.7,8.5
2025-10-26,2.7,7.0
2025-10-27,5.8,7.0
2025-10-28,0.1,9.9
2025-10-29,1.2,10.4
2025-10-30,0.2,9.5
2025-10-31,0.0,7.0
2025-11-01,7.2,11.2
2025-11-02,6.6,10.6
2025-11-03,0.0,7.9
2025-11-04,0.0,8.1
2025-11-05,0.0,6.6
2025-11-06,0.0,4.6
2025-11-07,0.0,4.4
2025-11-08,0.7,4.1
2025-11-09,1.1,6.4
2025-11-10,0.0,8.0
2025-11-11,0.0,7.8
2025-11-12,0.0,6.8
2025-11-13,0.0,8.2
2025-11-14,0.0,8.3
2025-11-15,0.0,9.5
2025-11-16,1.0,9.2
2025-11-17,2.3,5.1
2025-11-18,0.0,-0.9
2025-11-19,0.8,0.6
2025-11-20,0.0,1.1
2025-11-21,0.0,-2.8
2025-11-22,0.0,-5.7
2025-11-23,3.3,-5.2
2025-11-24,0.6,1.9
2025-11-25,1.9,2.4
2025-11-26,0.2,1.5
2025-11-27,0.0,1.0
2025-11-28,2.1,2.0
2025-11-29,0.8,3.9
2025-11-30,1.7,3.2
2025-12-01,0.0,3.2
2025-12-02,0.0,3.7
2025-12-03,0.0,0.7
2025-12-04,0.0,0.5
2025-12-05,0.1,1.7
2025-12-06,2.0,3.7
2025-12-07,11.2,7.2
2025-12-08,0.0,11.8
2025-12-09,0.0,8.4
2025-12-10,0.4,6.4
2025-12-11,0.0,7.6
2025-12-12,0.0,5.8
2025-12-13,0.0,4.1
2025-12-14,0.0,4.0
2025-12-15,0.0,1.1
2025-12-16,0.0,0.5
2025-12-17,0.0,1.4
2025-12-18,0.0,2.2
2025-12-19,0.2,3.3
2025-12-20,0.0,4.8
2025-12-21,0.0,1.6
2025-12-22,0.0,2.8
2025-12-23,0.0,3.5
2025-12-24,0.0,0.8
2025-12-25,0.0,-0.6
2025-12-26,0.0,-1.0
2025-12-27,0.0,-2.1
2025-12-28,0.0,-2.8
2025-12-29,0.2,-4.3
2025-12-30,0.0,-1.7
2025-12-31,0.0,-3.9
2026-01-01,0.1,0.3
2026-01-02,4.2,0.2
2026-01-03,0.0,-1.3
2026-01-04,0.0,-1.8
2026-01-05,0.0,-4.5
2026-01-06,0.0,-7.0
2026-01-07,0.8,-5.3
2026-01-08,7.2,-2.1
2026-01-09,1.7,3.6
2026-01-10,1.7,-0.6
2026-01-11,0.0,-6.9
2026-01-12,3.5,-1.7
2026-01-13,0.1,4.3
2026-01-14,1.3,4.2
2026-01-15,1.8,4.9
2026-01-16,0.0,3.1
2026-01-17,0.0,0.8
2026-01-18,0.0,1.9
2026-01-19,0.0,1.1
2026-01-20,0.0,-1.8
2026-01-21,0.0,-3.9
2026-01-22,0.0,-7.0
2026-01-23,0.0,-4.5
2026-01-24,0.0,-4.6
2026-01-25,16.3,-1.4
2026-01-26,13.0,-0.7
2026-01-27,0.7,0.8
2026-01-28,3.1,2.1
2026-01-29,1.5,0.5
2026-01-30,0.0,0.8
2026-01-31,0.0,1.4
2026-02-01,0.0,1.5
2026-02-02,0.0,0.4
2026-02-03,0.2,0.4
2026-02-04,0.0,0.9
2026-02-05,0.0,1.7
2026-02-06,1.0,1.6
2026-02-07,0.0,4.2
2026-02-08,0.0,3.6
2026-02-09,0.0,3.7
2026-02-10,2.9,3.2
2026-02-11,14.6,7.2
2026-02-12,8.3,7.0
2026-02-13,0.0,6.2
2026-02-14,0.0,2.6
2026-02-15,2.4,-0.4
2026-02-16,12.6,2.7
2026-02-17,1.5,2.6
2026-02-18,0.5,1.9
2026-02-19,6.6,0.3
2026-02-20,0.4,0.5
2026-02-21,2.9,6.0
2026-02-22,4.8,9.4
2026-02-23,4.1,9.4
2026-02-24,0.0,7.6
2026-02-25,0.0,5.6
2026-02-26,0.0,7.5
2026-02-27,0.0,9.0
2026-02-28,0.2,9.6
2026-03-01,0.0,7.7
2026-03-02,0.0,5.5
2026-03-03,0.0,5.8
2026-03-04,0.0,6.3
2026-03-05,0.0,7.5
2026-03-06,0.0,8.3
2026-03-07,0.0,7.2
2026-03-08,0.0,7.7
2026-03-09,0.0,8.4
2026-03-10,0.4,9.5
2026-03-11,5.7,10.0
2026-03-12,0.0,8.1
2026-03-13,0.0,8.2
2026-03-14,0.6,7.2
2026-03-15,0.0,5.4
2026-03-16,2.7,3.5
2026-03-17,0.0,3.5
2026-03-18,0.0,6.8
2026-03-19,0.0,7.0
2026-03-20,0.0,6.8
2026-03-21,17.3,6.5
2026-03-22,0.0,7.9
2026-03-23,0.0,6.7
2026-03-24,0.0,8.0
2026-03-25,3.3,6.8
2026-03-26,0.4,3.4
2026-03-27,0.0,1.8
2026-03-28,1.6,1.7
2026-03-29,0.2,4.5
2026-03-30,2.3,3.9
2026-03-31,2.1,4.4
2026-04-01,0.0,4.2
2026-04-02,0.0,4.5
2026-04-03,0.2,7.3
2026-04-04,0.0,11.6
2026-04-05,0.0,14.2
2026-04-06,0.0,9.6
2026-04-07,0.0,8.8
2026-04-08,0.0,9.2
2026-04-09,3.0,9.7
2026-04-10,0.7,8.2
2026-04-11,0.7,10.3
2026-04-12,3.2,8.9
2026-04-13,2.6,9.7
2026-04-14,0.3,8.7
2026-04-15,0.0,9.7
2026-04-16,0.0,13.7
2026-04-17,0.0,14.2
2026-04-18,3.8,15.1
2026-04-19,1.3,10.3
2026-04-20,0.0,7.1
2026-04-21,0.6,7.6
2026-04-22,0.0,8.2
2026-04-23,0.0,9.3
2026-04-24,0.0,11.2
2026-04-25,0.0,12.2
2026-04-26,0.0,9.9
2026-04-27,0.0,10.6
2026-04-28,0.0,13.8
2026-04-29,0.0,11.9
2026-04-30,0.0,10.2
2026-05-01,0.0,13.8
2026-05-02,0.0,16.4
2026-05-03,0.0,17.7
2026-05-04,0.0,17.5
2026-05-05,3.1,16.5
2026-05-06,5.4,13.6
2026-05-07,2.7,10.6
2026-05-08,0.0,12.1
2026-05-09,0.0,13.8
2026-05-10,0.5,17.3
2026-05-11,3.3,12.9
2026-05-12,0.0,6.9
2026-05-13,1.5,9.7
2026-05-14,0.2,9.3
2026-05-15,0.2,8.0
2026-05-16,0.2,7.5
2026-05-17,0.0,10.0
2026-05-18,0.2,12.2
2026-05-19,0.4,13.7
2026-05-20,0.8,14.3
2026-05-21,0.0,16.2
2026-05-22,0.0,18.3
2026-05-23,0.0,20.9
2026-05-24,0.0,22.2
2026-05-25,0.0,22.0
2026-05-26,0.0,22.7
2026-05-27,0.0,21.7
2026-05-28,0.0,18.0
2026-05-29,0.0,19.0
2026-05-30,0.5,22.0
2026-05-31,5.1,19.7
2026-06-01,0.0,17.9
2026-06-02,5.2,18.5
2026-06-03,0.6,16.0
2026-06-04,4.0,16.8
2026-06-05,6.3,14.3
2026-06-06,6.3,16.5
2026-06-07,0.0,17.6
2026-06-08,2.7,19.0
2026-06-09,1.8,16.4
2026-06-10,8.1,12.7
2026-06-11,2.6,13.0
2026-06-12,1.9,14.2
2026-06-13,0.0,19.7
2026-06-14,0.0,15.2
2026-06-15,0.0,14.0
2026-06-16,0.0,16.6
2026-06-17,0.0,20.8
2026-06-18,0.0,24.9
2026-06-19,0.0,27.7
2026-06-20,0.0,27.2
2026-06-21,3.7,24.3
2026-06-22,1.8,23.7
2026-06-23,0.0,25.3
2026-06-24,0.0,26.3
2026-06-25,0.0,27.7
2026-06-26,0.0,29.7
2026-06-27,0.0,30.0
2026-06-28,39.5,28.9
2026-06-29,0.0,24.2
2026-06-30,3.7,23.4
2026-07-01,0.3,19.7
2026-07-02,1.7,21.0
